person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
28,68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,Y,7
45,52000,MORTGAGE,11.0,EDUCATION,A,14000,,0,0.27,N,16
23,30000,RENT,0.0,PERSONAL,B,5000,11.86,0,0.17,N,2
21,40000,RENT,5.0,VENTURE,A,10000,7.51,0,0.25,N,4
35,54996,RENT,12.0,HOMEIMPROVEMENT,A,20000,6.62,1,0.36,N,9
35,20000,RENT,2.0,PERSONAL,C,8500,13.57,1,0.42,N,10
31,75000,MORTGAGE,8.0,VENTURE,B,15600,11.83,0,0.21,N,5
26,95000,OWN,0.0,MEDICAL,A,1000,8.94,0,0.01,N,4
23,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5500,10.71,0,0.13,N,4
20,32652,MORTGAGE,0.0,PERSONAL,D,6000,14.61,1,0.18,N,4
23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0,0.15,N,4
26,57000,MORTGAGE,10.0,VENTURE,A,14000,5.42,0,0.25,N,4
29,23850,RENT,0.0,PERSONAL,B,6075,,0,0.25,N,5
29,56048,RENT,4.0,PERSONAL,A,4800,6.39,0,0.09,N,6
21,67400,MORTGAGE,2.0,VENTURE,E,20000,17.74,1,0.3,Y,2
26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0,0.4,N,3
23,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4800,16.0,1,0.06,Y,3
31,69000,RENT,12.0,HOMEIMPROVEMENT,A,16000,5.99,0,0.23,N,6
24,30000,RENT,1.0,VENTURE,A,3600,8.49,0,0.12,N,3
23,50004,MORTGAGE,8.0,EDUCATION,C,2000,11.91,0,0.04,Y,2
27,30000,RENT,2.0,EDUCATION,A,8600,7.51,0,0.29,N,8
24,46540,RENT,5.0,VENTURE,D,13000,,0,0.28,Y,2
24,90000,MORTGAGE,4.0,VENTURE,B,1700,10.75,0,0.02,N,3
22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3
26,38400,RENT,0.0,MEDICAL,A,12000,5.99,1,0.31,N,2
23,115000,OWN,7.0,EDUCATION,C,5000,14.27,0,0.04,N,4
25,53000,RENT,9.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.11,N,4
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,10000,14.91,0,0.19,N,4
21,50000,MORTGAGE,5.0,EDUCATION,C,9000,13.49,0,0.18,N,4
25,51000,RENT,1.0,DEBTCONSOLIDATION,B,2700,9.7,0,0.05,N,2
37,29808,RENT,4.0,VENTURE,C,7750,,1,0.26,Y,17
31,29000,MORTGAGE,5.0,PERSONAL,C,1500,12.29,0,0.05,N,6
24,72000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.11,N,3
27,61200,MORTGAGE,3.0,MEDICAL,A,13000,8.49,1,0.18,N,10
26,95000,RENT,0.0,VENTURE,A,12000,8.49,0,0.13,N,4
25,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17000,6.91,0,0.31,N,4
22,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3
33,61500,RENT,7.0,EDUCATION,A,6000,5.79,0,0.1,N,10
23,52250,MORTGAGE,2.0,VENTURE,C,4750,13.35,0,0.09,Y,4
22,20400,RENT,1.0,VENTURE,A,3500,6.99,0,0.17,N,2
30,30000,MORTGAGE,1.0,VENTURE,A,10000,6.99,0,0.33,N,5
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0,0.16,N,6
21,104740,MORTGAGE,5.0,MEDICAL,B,19200,11.99,0,0.18,N,3
36,35256,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,5.99,0,0.14,N,11
24,54000,RENT,5.0,PERSONAL,A,2400,8.0,0,0.04,N,3
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,N,4
22,57600,MORTGAGE,1.0,PERSONAL,B,6000,10.0,0,0.1,N,2
24,120000,OWN,8.0,EDUCATION,A,5275,5.42,0,0.04,N,4
33,60000,MORTGAGE,7.0,VENTURE,A,7000,7.14,0,0.12,N,10
34,135000,RENT,6.0,VENTURE,E,20000,17.74,0,0.15,Y,5
23,30280,MORTGAGE,5.0,EDUCATION,A,5800,7.29,0,0.19,N,2
24,40000,MORTGAGE,2.0,VENTURE,B,10000,11.83,0,0.25,N,3
28,135996,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,N,6
27,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6800,6.17,0,0.15,N,9
26,62500,RENT,7.0,MEDICAL,C,12000,12.23,0,0.19,Y,4
25,35000,RENT,4.0,VENTURE,A,4000,7.51,0,0.11,N,4
26,63000,MORTGAGE,4.0,EDUCATION,C,12000,15.27,1,0.19,N,2
23,44000,MORTGAGE,0.0,VENTURE,A,5500,6.17,0,0.13,N,4
23,54000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.98,1,0.22,Y,3
26,39000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,5600,16.49,1,0.14,Y,3
30,42000,RENT,0.0,VENTURE,B,1850,11.99,0,0.04,N,5
35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0,0.3,N,6
26,70000,RENT,8.0,EDUCATION,C,8000,15.96,0,0.11,Y,3
36,74000,RENT,10.0,EDUCATION,D,3600,15.62,1,0.05,Y,12
43,55000,MORTGAGE,14.0,VENTURE,A,10000,6.03,0,0.18,N,17
21,18000,RENT,5.0,PERSONAL,B,1500,12.18,1,0.08,N,4
24,31200,RENT,3.0,PERSONAL,C,2000,14.65,0,0.06,Y,2
38,53052,RENT,0.0,MEDICAL,B,8000,,0,0.15,N,13
27,30000,MORTGAGE,3.0,PERSONAL,C,5350,13.06,1,0.18,N,6
31,42100,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.36,0,0.12,N,9
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3
23,48756,RENT,5.0,EDUCATION,B,4800,11.36,0,0.1,N,4
23,32500,OWN,2.0,VENTURE,C,5000,13.99,0,0.15,Y,3
30,57000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.11,N,8
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4
25,68500,RENT,4.0,EDUCATION,C,12000,13.16,1,0.18,Y,2
28,100000,RENT,1.0,EDUCATION,A,10000,7.51,0,0.1,N,7
24,40800,MORTGAGE,0.0,MEDICAL,B,8000,11.99,0,0.2,N,4
26,118000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,25000,7.9,0,0.21,N,2
44,36000,RENT,0.0,PERSONAL,B,16000,11.49,1,0.44,N,13
40,165000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.05,N,16
33,73000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000,16.29,1,0.07,N,9
41,30000,RENT,3.0,MEDICAL,A,8875,5.42,0,0.3,N,15
27,42200,MORTGAGE,6.0,MEDICAL,D,10000,16.49,1,0.24,Y,6
24,36816,RENT,0.0,PERSONAL,B,8000,10.65,1,0.22,N,4
39,40800,RENT,4.0,MEDICAL,D,14000,16.0,1,0.34,Y,17
23,72000,RENT,8.0,MEDICAL,B,3000,11.99,0,0.04,N,2
28,86000,MORTGAGE,12.0,VENTURE,A,15600,5.99,0,0.18,N,7
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4750,,0,0.12,N,3
23,25920,RENT,4.0,EDUCATION,D,10000,15.58,1,0.39,N,2
25,120000,MORTGAGE,2.0,EDUCATION,B,13000,9.99,0,0.11,N,4
34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,0,0.11,N,6
23,120000,MORTGAGE,7.0,VENTURE,B,4400,11.71,0,0.04,N,3
31,26900,RENT,1.0,VENTURE,A,8325,7.51,1,0.31,N,7
30,70000,MORTGAGE,15.0,PERSONAL,A,12250,7.51,0,0.17,N,6
29,29500,RENT,3.0,VENTURE,A,6550,7.9,0,0.22,N,10
29,228000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,35000,14.91,1,0.15,N,8
28,30000,RENT,4.0,EDUCATION,B,3900,11.99,0,0.13,N,9
26,28000,MORTGAGE,8.0,PERSONAL,A,4500,,1,0.16,N,2
47,65000,RENT,1.0,DEBTCONSOLIDATION,C,3100,13.49,0,0.05,Y,12
42,136173,MORTGAGE,2.0,EDUCATION,A,8000,6.62,0,0.06,N,15
25,61440,RENT,9.0,VENTURE,B,8000,10.36,0,0.13,N,4
29,30000,MORTGAGE,3.0,EDUCATION,B,4000,,0,0.13,N,6
26,45000,RENT,5.0,MEDICAL,D,1800,14.11,0,0.04,Y,2
30,85000,RENT,2.0,HOMEIMPROVEMENT,C,12000,,0,0.14,N,6
23,53000,RENT,0.0,VENTURE,C,9000,12.09,0,0.17,Y,3
33,36000,MORTGAGE,2.0,EDUCATION,E,6625,16.4,0,0.18,N,5
22,35000,RENT,7.0,EDUCATION,B,6000,,0,0.17,N,2
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2,N,3
31,50402,MORTGAGE,4.0,PERSONAL,C,3000,13.22,0,0.06,N,9
22,47000,MORTGAGE,6.0,MEDICAL,B,24000,10.37,1,0.51,N,4
24,60000,RENT,4.0,PERSONAL,B,12500,11.49,0,0.21,N,3
22,50000,OWN,6.0,VENTURE,A,6400,6.92,0,0.13,N,4
31,85000,RENT,6.0,MEDICAL,B,22000,11.58,0,0.26,N,5
23,92000,MORTGAGE,7.0,PERSONAL,A,12000,6.62,0,0.13,N,3
27,34000,RENT,4.0,MEDICAL,G,14000,19.82,1,0.41,N,10
33,54000,MORTGAGE,3.0,EDUCATION,F,16000,18.67,1,0.3,Y,10
25,33996,RENT,0.0,VENTURE,A,5000,9.38,0,0.15,N,3
23,50000,RENT,0.0,EDUCATION,C,8000,14.27,0,0.16,N,4
22,39396,MORTGAGE,1.0,EDUCATION,A,5000,6.62,0,0.13,N,4
23,57468,MORTGAGE,8.0,EDUCATION,B,14075,9.91,0,0.24,N,2
63,37000,RENT,24.0,DEBTCONSOLIDATION,C,5450,15.96,1,0.15,N,22
26,33996,RENT,2.0,MEDICAL,B,10800,11.12,1,0.32,N,3
29,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7925,10.59,1,0.08,N,9
28,82000,MORTGAGE,8.0,EDUCATION,A,18000,7.66,0,0.22,N,9
26,36000,RENT,6.0,DEBTCONSOLIDATION,A,13000,5.99,1,0.36,N,4
35,23400,OWN,12.0,EDUCATION,D,5000,15.33,0,0.21,N,9
22,38000,RENT,2.0,DEBTCONSOLIDATION,F,6400,20.62,1,0.17,N,3
25,70000,RENT,0.0,EDUCATION,B,12000,11.99,0,0.17,N,2
23,40000,RENT,3.0,EDUCATION,B,8000,11.49,0,0.2,N,2
28,42000,RENT,5.0,MEDICAL,B,4800,12.42,0,0.11,N,9
28,73008,MORTGAGE,2.0,EDUCATION,C,14000,12.73,0,0.19,Y,6
24,50500,RENT,7.0,EDUCATION,A,9600,,0,0.19,N,4
26,93000,RENT,10.0,DEBTCONSOLIDATION,B,16000,11.11,0,0.17,N,4
34,25200,RENT,,VENTURE,A,3000,7.66,0,0.12,N,8
32,70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N,10
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0,0.1,N,7
26,95000,RENT,0.0,VENTURE,A,2400,,0,0.03,N,3
25,38556,RENT,9.0,PERSONAL,C,20000,11.22,1,0.52,Y,4
23,140000,MORTGAGE,7.0,PERSONAL,C,6000,13.49,0,0.04,Y,3
26,30000,RENT,3.0,EDUCATION,C,8000,12.61,0,0.27,Y,4
22,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14500,,0,0.11,N,2
24,85850,MORTGAGE,8.0,MEDICAL,D,20000,,1,0.2,Y,4
25,76000,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.19,1,0.07,Y,3
40,15864,RENT,,DEBTCONSOLIDATION,B,2375,11.11,0,0.15,N,12
25,108000,RENT,5.0,DEBTCONSOLIDATION,E,8000,16.77,1,0.07,N,3
31,19200,RENT,5.0,HOMEIMPROVEMENT,B,8500,,1,0.44,N,6
39,27040,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4800,8.59,0,0.18,N,13
23,35000,RENT,0.0,EDUCATION,B,7000,10.99,0,0.2,N,3
25,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.13,N,4
27,55000,MORTGAGE,3.0,PERSONAL,A,11000,7.49,0,0.2,N,10
23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16800,14.59,1,0.35,N,2
28,90000,MORTGAGE,5.0,VENTURE,B,25000,11.86,0,0.28,N,6
25,77000,RENT,2.0,DEBTCONSOLIDATION,A,3500,7.9,0,0.05,N,4
22,42000,MORTGAGE,6.0,MEDICAL,A,3000,6.03,0,0.07,N,2
26,71046,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6500,10.99,0,0.09,N,4
35,110000,RENT,2.0,VENTURE,B,11500,11.49,0,0.1,N,10
35,38000,MORTGAGE,2.0,MEDICAL,B,15000,10.99,0,0.39,N,5
28,100000,MORTGAGE,0.0,VENTURE,C,18000,13.99,0,0.18,Y,6
23,55000,MORTGAGE,1.0,VENTURE,B,1500,11.49,0,0.03,N,3
23,70000,RENT,3.0,EDUCATION,A,12000,7.9,0,0.17,N,2
25,39000,OWN,2.0,HOMEIMPROVEMENT,D,4400,14.84,0,0.11,N,2
23,71004,RENT,8.0,EDUCATION,D,20000,14.09,0,0.28,N,3
23,80400,RENT,4.0,EDUCATION,A,9000,7.51,0,0.11,N,4
23,42000,MORTGAGE,7.0,VENTURE,A,8000,5.42,0,0.19,N,3
29,39996,RENT,3.0,MEDICAL,C,7000,12.84,0,0.18,N,5
23,60000,OWN,8.0,EDUCATION,A,20000,7.49,0,0.33,N,3
24,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7750,11.12,0,0.09,N,4
32,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,C,7000,12.99,0,0.13,N,9
23,59000,RENT,7.0,EDUCATION,C,20000,12.29,1,0.34,N,2
23,58560,MORTGAGE,7.0,MEDICAL,B,8000,12.21,0,0.14,N,3
25,100000,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.49,1,0.21,Y,3
36,20112,MORTGAGE,,MEDICAL,A,3900,5.99,0,0.19,N,12
24,81000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.25,N,4
24,50000,RENT,1.0,MEDICAL,A,6000,5.79,0,0.12,N,4
25,67000,MORTGAGE,3.0,PERSONAL,A,3000,7.9,0,0.04,N,3
28,50000,RENT,0.0,EDUCATION,A,7000,8.32,0,0.14,N,5
25,36000,RENT,4.0,VENTURE,B,15000,9.63,1,0.42,N,3
22,70000,MORTGAGE,7.0,EDUCATION,A,2000,7.9,0,0.03,N,3
24,45000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4075,5.42,0,0.09,N,3
27,65600,RENT,3.0,EDUCATION,D,6000,15.62,0,0.09,Y,9
25,104000,OWN,2.0,HOMEIMPROVEMENT,A,10000,6.92,0,0.1,N,2
28,36000,RENT,1.0,DEBTCONSOLIDATION,B,4000,12.42,0,0.11,N,10
25,126996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.04,Y,2
22,41400,RENT,2.0,MEDICAL,C,17000,12.87,1,0.41,N,3
27,26400,RENT,2.0,MEDICAL,A,2000,6.54,0,0.08,N,10
37,78000,RENT,14.0,EDUCATION,C,10200,13.06,0,0.13,Y,13
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,1,0.21,N,3
24,60000,MORTGAGE,7.0,VENTURE,B,15850,11.11,0,0.26,N,3
25,55000,RENT,1.0,MEDICAL,A,7200,7.9,0,0.13,N,2
37,48000,RENT,0.0,PERSONAL,B,2500,9.62,0,0.05,N,12
26,54000,RENT,10.0,EDUCATION,B,5000,10.0,0,0.09,N,2
28,50500,RENT,3.0,HOMEIMPROVEMENT,C,5200,12.53,0,0.1,N,8
22,71004,RENT,6.0,EDUCATION,B,1800,11.12,0,0.03,N,4
28,58000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,6700,9.99,0,0.12,N,5
24,60000,RENT,4.0,EDUCATION,A,12000,8.9,0,0.2,N,4
42,96000,MORTGAGE,9.0,PERSONAL,A,5100,5.42,0,0.05,N,14
23,44004,RENT,0.0,VENTURE,E,12000,16.0,1,0.27,N,2
25,55000,RENT,5.0,HOMEIMPROVEMENT,B,9000,11.11,0,0.16,N,2
29,71000,RENT,4.0,DEBTCONSOLIDATION,A,9700,8.94,0,0.14,N,5
23,88000,RENT,1.0,VENTURE,B,5000,10.99,0,0.06,N,4
34,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.33,N,8
32,100000,RENT,7.0,EDUCATION,C,14400,13.35,0,0.14,Y,7
40,62000,OWN,5.0,DEBTCONSOLIDATION,D,4800,,0,0.08,N,16
24,53000,MORTGAGE,4.0,VENTURE,A,15000,,0,0.28,N,2
35,80000,RENT,7.0,VENTURE,C,2000,12.99,0,0.03,Y,9
28,98000,MORTGAGE,6.0,MEDICAL,A,1000,7.74,0,0.01,N,9
47,18000,RENT,4.0,EDUCATION,A,2000,7.29,0,0.11,N,11
44,70000,RENT,15.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.09,N,16
32,262000,MORTGAGE,12.0,MEDICAL,B,12800,9.91,0,0.05,N,8
27,35000,RENT,2.0,MEDICAL,A,6000,9.32,0,0.17,N,10
24,61800,MORTGAGE,0.0,MEDICAL,A,1500,6.54,0,0.02,N,2
22,12240,RENT,1.0,PERSONAL,D,1000,14.96,1,0.08,Y,3
25,47000,OWN,9.0,VENTURE,A,4000,6.62,0,0.09,N,2
24,91800,MORTGAGE,0.0,MEDICAL,C,16000,14.22,1,0.15,N,4
24,44000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,1,0.34,N,2
32,33600,OWN,0.0,EDUCATION,D,8000,16.02,0,0.24,N,7
20,135000,MORTGAGE,1.0,VENTURE,C,15000,15.96,0,0.11,Y,2
25,39000,RENT,9.0,MEDICAL,D,16000,14.11,1,0.41,Y,2
23,70000,MORTGAGE,7.0,EDUCATION,B,4000,,0,0.06,N,4
21,45192,MORTGAGE,0.0,PERSONAL,B,11700,10.74,0,0.26,N,2
24,29120,RENT,0.0,VENTURE,B,5000,10.99,0,0.17,N,4
24,49200,OWN,8.0,EDUCATION,C,4000,13.06,0,0.08,N,4
28,118000,RENT,7.0,DEBTCONSOLIDATION,A,4800,8.9,0,0.04,N,6
28,77250,RENT,1.0,HOMEIMPROVEMENT,B,10000,9.2,0,0.13,N,8
36,79200,MORTGAGE,19.0,PERSONAL,A,10000,6.03,0,0.13,N,14
25,41508,RENT,,MEDICAL,C,6400,14.79,0,0.15,N,3
34,63996,MORTGAGE,2.0,EDUCATION,A,6400,8.0,0,0.1,N,9
25,42000,RENT,2.0,MEDICAL,D,6750,17.27,1,0.16,N,2
27,45000,OWN,5.0,EDUCATION,C,15250,13.98,0,0.34,N,10
23,44000,RENT,2.0,MEDICAL,B,3000,9.25,0,0.07,N,3
38,45000,RENT,1.0,MEDICAL,C,5000,12.68,0,0.11,Y,13
29,115000,MORTGAGE,3.0,MEDICAL,C,22000,15.23,0,0.19,Y,7
22,54000,MORTGAGE,5.0,MEDICAL,B,7000,10.65,0,0.13,N,2
30,130500,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.19,N,6
28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,F,25000,19.79,1,0.23,N,5
25,48000,MORTGAGE,4.0,PERSONAL,B,7350,11.12,0,0.15,N,2
24,67992,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,10.75,0,0.18,N,2
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,3
22,48000,RENT,6.0,VENTURE,A,6000,7.49,0,0.13,N,4
35,100000,RENT,3.0,PERSONAL,A,12000,7.88,0,0.12,N,6
23,60000,MORTGAGE,7.0,VENTURE,B,2450,11.48,0,0.04,N,2
62,60000,MORTGAGE,5.0,PERSONAL,A,16000,8.9,0,0.27,N,19
34,108000,RENT,0.0,HOMEIMPROVEMENT,D,12350,14.96,1,0.11,Y,7
25,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N,2
21,30000,RENT,0.0,MEDICAL,B,1000,10.99,0,0.03,N,2
22,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8100,13.11,0,0.12,N,4
26,53000,RENT,1.0,PERSONAL,E,20000,16.35,1,0.38,Y,4
26,49992,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.12,N,2
26,39000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.21,N,2
26,44400,MORTGAGE,,VENTURE,C,6500,14.35,0,0.15,N,2
26,51600,RENT,10.0,EDUCATION,B,14000,10.37,1,0.27,N,2
25,53004,OWN,9.0,EDUCATION,B,2000,10.75,0,0.04,N,4
33,80000,RENT,10.0,DEBTCONSOLIDATION,A,6000,8.49,0,0.07,N,6
31,55000,OWN,15.0,PERSONAL,A,8000,7.51,0,0.15,N,8
32,22884,RENT,2.0,MEDICAL,C,1200,13.22,0,0.05,N,7
23,60000,MORTGAGE,7.0,PERSONAL,A,3800,5.42,0,0.06,N,3
29,10000,OWN,0.0,PERSONAL,B,3250,11.12,1,0.33,N,9
29,62000,MORTGAGE,14.0,EDUCATION,E,9600,18.39,0,0.15,N,10
27,85000,RENT,6.0,HOMEIMPROVEMENT,B,9000,10.36,0,0.11,N,5
37,44000,RENT,14.0,EDUCATION,A,1000,5.42,0,0.02,N,13
25,48000,RENT,2.0,EDUCATION,B,10000,11.86,0,0.21,N,3
52,59004,RENT,4.0,DEBTCONSOLIDATION,D,20000,15.58,1,0.34,N,22
31,73000,RENT,1.0,HOMEIMPROVEMENT,D,20000,15.05,1,0.27,Y,5
26,21600,OWN,,MEDICAL,B,4200,9.99,0,0.19,N,3
28,85000,MORTGAGE,8.0,PERSONAL,A,12500,7.49,0,0.15,N,7
24,45000,RENT,1.0,EDUCATION,A,10000,6.54,0,0.22,N,3
25,43200,RENT,3.0,PERSONAL,C,3000,13.8,0,0.07,Y,3
38,30000,RENT,8.0,EDUCATION,A,10000,7.51,1,0.33,N,14
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3
34,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7500,,0,0.05,N,10
21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0,0.27,N,4
28,90000,MORTGAGE,5.0,VENTURE,D,13600,16.32,0,0.15,Y,7
30,100000,RENT,13.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.12,N,9
27,127000,MORTGAGE,6.0,VENTURE,B,21000,10.99,0,0.17,N,5
28,73500,OWN,12.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.14,N,10
28,48500,RENT,0.0,MEDICAL,C,15000,12.99,1,0.31,Y,7
33,78000,RENT,5.0,MEDICAL,A,4000,7.14,0,0.05,N,7
29,29004,RENT,8.0,EDUCATION,C,6000,12.87,0,0.21,N,5
31,45000,MORTGAGE,5.0,VENTURE,B,10000,9.88,0,0.22,N,8
34,72000,RENT,6.0,DEBTCONSOLIDATION,B,20000,,0,0.28,N,6
38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,1,0.27,Y,12
23,78000,MORTGAGE,5.0,EDUCATION,B,5000,11.71,0,0.06,N,2
23,36000,RENT,3.0,VENTURE,D,15000,14.59,1,0.42,N,4
27,33000,RENT,0.0,PERSONAL,C,8875,14.65,0,0.27,N,8
35,150000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,13.16,0,0.1,Y,7
25,35000,RENT,2.0,PERSONAL,A,7000,8.94,0,0.2,N,3
24,80000,MORTGAGE,0.0,PERSONAL,A,6000,8.59,0,0.07,N,4
25,153000,MORTGAGE,9.0,EDUCATION,C,14500,13.85,0,0.09,N,3
22,30000,RENT,0.0,PERSONAL,B,5000,11.49,0,0.17,N,4
25,65000,MORTGAGE,2.0,MEDICAL,B,10000,10.75,0,0.15,N,4
24,72000,RENT,4.0,MEDICAL,B,15000,10.99,0,0.21,N,4
29,19200,OWN,7.0,PERSONAL,A,6000,,1,0.31,N,5
22,39000,RENT,4.0,EDUCATION,A,5000,6.99,0,0.13,N,2
22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2
24,62400,MORTGAGE,3.0,EDUCATION,A,9500,6.54,0,0.15,N,2
27,130000,MORTGAGE,3.0,VENTURE,B,24000,10.99,0,0.18,N,10
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0,0.21,Y,3
23,120000,MORTGAGE,5.0,VENTURE,B,6000,9.99,0,0.05,N,3
30,41000,RENT,7.0,VENTURE,A,9600,,0,0.23,N,9
24,30000,MORTGAGE,0.0,VENTURE,C,6000,13.22,0,0.2,N,3
21,53000,MORTGAGE,5.0,VENTURE,C,18000,13.8,0,0.34,Y,3
31,34000,RENT,15.0,PERSONAL,C,10625,14.79,1,0.31,Y,6
23,30000,RENT,0.0,VENTURE,A,3600,6.17,0,0.12,N,2
23,61000,MORTGAGE,2.0,VENTURE,E,18400,19.29,0,0.3,N,2
29,30000,RENT,3.0,MEDICAL,B,4400,11.49,0,0.15,N,6
25,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,2000,13.22,0,0.04,N,2
21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,N,2
26,29400,MORTGAGE,4.0,MEDICAL,A,12000,9.32,1,0.41,N,4
32,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5200,5.42,0,0.11,N,5
29,24000,RENT,1.0,PERSONAL,B,3000,11.14,0,0.13,N,6
21,84000,MORTGAGE,5.0,EDUCATION,B,2500,9.99,0,0.03,N,4
23,100000,RENT,0.0,PERSONAL,B,10000,11.46,0,0.1,N,2
26,125000,MORTGAGE,3.0,EDUCATION,D,24000,15.28,0,0.19,Y,4
27,39000,RENT,3.0,DEBTCONSOLIDATION,B,2100,,0,0.05,N,6
26,39000,RENT,1.0,VENTURE,D,15000,16.07,1,0.38,Y,4
28,112000,RENT,1.0,MEDICAL,B,6000,12.69,0,0.05,N,8
32,53000,RENT,0.0,DEBTCONSOLIDATION,B,5700,9.99,0,0.11,N,9
26,63000,RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2
24,68004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,4200,5.42,0,0.06,N,4
26,105000,OWN,10.0,HOMEIMPROVEMENT,B,4800,11.71,0,0.05,N,4
27,28000,RENT,1.0,DEBTCONSOLIDATION,B,7600,10.99,0,0.27,N,7
25,49000,MORTGAGE,9.0,PERSONAL,A,7000,6.99,0,0.14,N,3
29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,Y,10
30,60000,RENT,4.0,PERSONAL,B,12000,10.99,0,0.2,N,10
24,84000,RENT,1.0,PERSONAL,A,12000,6.91,0,0.14,N,2
28,51996,RENT,1.0,PERSONAL,C,5000,,0,0.1,N,6
25,72972,MORTGAGE,9.0,PERSONAL,C,10000,12.99,0,0.14,N,3
26,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,N,3
